,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
11516,Disney's Extreme Skate Adventure,Sports,E,GC,Activision,Toys for Bob,7.4,,0.12,0.09,0.02,,0.0,2003,1,,7.4
11505,The Bible Game,Misc,E,GBA,Crave Entertainment,Crave Entertainment,3.5,,0.12,0.09,0.03,,0.0,2005,1,,3.5
11511,Major League Baseball 2K6,Sports,E,PSP,2K Sports,Visual Concepts,7.4,,0.12,0.11,,,0.01,2006,1,,7.4
11484,Sonic Adventure 2,Platform,E,DC,Sega,Sonic Team,8.9,,0.12,,,0.12,,2001,1,,8.9
11598,Call of Juarez: The Cartel,Shooter,M,PC,Ubisoft,Techland,4.5,,0.12,0.05,0.05,,0.01,2011,1,,4.5
11482,Burning Road,Racing,E,PS,Playmates,Toka,6.0,,0.12,0.07,0.05,,0.01,1996,1,,6.0
11476,Jaws: Ultimate Predator,Action,M,3DS,Majesco,n-Space,4.0,,0.12,0.11,,,0.01,2011,1,,4.0
11474,The Sky Crawlers: Innocent Aces,Simulation,T,Wii,Xseed Games,Project ACES,7.3,,0.12,0.08,0.02,0.01,0.01,2010,1,,7.3
11469,Tenchu: Shadow Assassins,Action,M,PSP,Ubisoft,From Software,7.5,,0.12,0.03,0.03,0.05,0.01,2009,1,7.9,7.7
11458,College Hoops 2K6,Sports,E,X360,2K Sports,Visual Concepts,6.5,,0.12,0.11,,,0.01,2006,1,,6.5
11519,Psychonauts,Platform,T,XB,Majesco,Double Fine Productions,8.8,,0.12,0.09,0.03,,0.0,2005,1,,8.8
11552,Phantasy Star Universe,Role-Playing,T,X360,Sega,Sonic Team,6.6,,0.12,0.09,0.01,,0.01,2006,1,,6.6
11479,Power Gig: Rise of the SixString,Misc,T,X360,Unknown,Seven45 Studios,3.0,,0.12,0.11,,,0.01,2010,1,,3.0
11465,Spider-Man: Edge of Time,Adventure,T,3DS,Activision,Beenox,5.5,,0.12,0.08,0.03,,0.01,2011,1,,5.5
11297,Rocket League,Sports,E,PC,Psyonix Studios,Psyonix Studios,9.2,,0.12,0.03,0.08,,0.01,2015,1,,9.2
11289,Classic NES Series: Xevious,Shooter,E,GBA,Nintendo,Nintendo,6.4,,0.12,,,0.12,,2004,1,,6.4
11435,Picross 3D Round 2,Puzzle,E,3DS,Nintendo,HAL Laboratory,8.6,,0.12,,0.0,0.12,0.0,2016,1,,8.6
11341,Makai Kingdom: Chronicles of the Sacred Tome,Role-Playing,T,PS2,NIS America,Nippon Ichi Software,7.9,,0.12,0.06,0.05,,0.02,2005,1,,7.9
11345,Bomberman Party Edition,Puzzle,E,PS,Vatical Entertainment,Metro,7.9,,0.12,0.07,0.05,,0.01,2000,1,,7.9
11355,Undead Knights,Action,M,PSP,Tecmo,Team Tachyon,6.6,,0.12,0.05,0.01,0.06,0.01,2009,1,,6.6
11358,Red Faction II,Shooter,M,XB,THQ,Outrage Games,7.9,,0.12,0.09,0.03,,0.0,2003,1,,7.9
11367,EA Replay,Action,T,PSP,Electronic Arts,Unknown,5.0,,0.12,0.1,0.0,,0.02,2006,1,,5.0
11374,Dance Paradise,Misc,T,X360,THQ,Smackdown Productions,7.0,,0.12,0.1,0.01,,0.01,2011,1,,7.0
11384,Conduit 2,Shooter,T,Wii,Sega,High Voltage Software,6.3,,0.12,0.07,0.04,,0.01,2011,1,,6.3
11393,"Snipperclips Plus: Cut It Out, Together!",Puzzle,E,NS,Nintendo,SFB Games,8.2,8.5,0.12,,0.02,0.1,0.0,2017,1,,8.35
11407,Geometry Wars: Galaxies,Shooter,E,Wii,Sierra Entertainment,Kuju Entertainment,8.0,,0.12,0.11,0.0,,0.01,2007,1,,8.0
11305,Go! Sudoku,Puzzle,E,PSP,Ubisoft,Sumo Digital,6.8,,0.12,0.11,0.0,,0.01,2006,1,,6.8
11410,Life is Strange,Adventure,M,XOne,Square Enix,DONTNOD Entertainment,,,0.12,0.08,0.03,,0.01,2016,1,8.3,8.3
11411,Lunar: Dragon Song,Role-Playing,E10,DS,Ubisoft,Game Arts / Japan Art Media (JAM),5.9,,0.12,0.11,0.0,,0.01,2005,1,6.1,6.0
11390,Football Manager Classic 2014,Sports,,PSV,Sega,Sports Interactive,5.8,,0.12,,0.1,,0.03,2014,1,,5.8
11322,Colony Wars III: Red Sun,Simulation,E,PS,Midway Games,Psygnosis,8.1,,0.12,0.07,0.05,,0.01,2000,1,,8.1
11397,Cel Damage,Racing,T,XB,Electronic Arts,Pseudo Interactive,5.7,,0.12,0.09,0.03,,0.0,2001,1,,5.7
11318,Echo Night,Adventure,T,PS,Agetec,From Software,6.3,,0.12,0.03,0.02,0.07,0.01,1999,1,,6.3
11308,Venetica,Role-Playing,T,PS3,Atari,DECK13 Interactive,5.0,,0.12,0.07,0.03,,0.01,2011,1,,5.0
11280,Eat Lead: The Return of Matt Hazard,Shooter,T,X360,D3 Publisher,Vicious Cycle,5.5,,0.12,0.1,0.01,0.0,0.01,2009,1,,5.5
11326,Ice Age: Dawn of the Dinosaurs,Platform,E10,X360,Activision,Eurocom Entertainment Software,6.7,,0.12,0.09,0.03,,0.01,2009,1,6.9,6.800000000000001
11295,Pryzm Chapter One: The Dark Unicorn,Adventure,T,PS2,TDK Mediactive,Digital Illusions,6.3,,0.12,0.06,0.05,,0.02,2002,1,,6.3
11292,Galidor: Defenders of the Outer Dimension,Action,E,GBA,Electronic Arts,Tiertex Design Studios,5.9,,0.12,0.09,0.03,,0.0,2002,1,,5.9
11277,PixelJunk Monsters Deluxe,Strategy,E,PSP,Sony Computer Entertainment,Q-Games,8.7,,0.12,0.11,,,0.02,2010,1,8.9,8.8
11321,Shantae: Half-Genie Hero,Platform,T,NS,Xseed Games,WayForward Technologies,,,0.12,0.09,0.01,0.01,0.01,2018,1,7.0,7.0
11293,Are You Smarter than a 5th Grader? Game Time,Puzzle,E,X360,THQ,THQ,4.0,,0.12,0.12,,,0.01,2009,1,,4.0
11272,Mega Man X: Command Mission,Role-Playing,E,GC,Capcom,Capcom,7.2,,0.12,0.1,0.02,,0.0,2004,1,,7.2
11266,Zero Escape: Zero Time Dilemma,Adventure,M,3DS,Aksys Games,Chime,7.7,,0.12,0.08,,0.03,0.01,2016,1,,7.7
11254,Diner Dash: Sizzle & Serve,Puzzle,E,PSP,Eidos Interactive,Game Lab / Play First,5.9,,0.12,0.11,0.0,,0.01,2007,1,,5.9
11451,Rocket: Robot on Wheels,Platform,E,N64,Ubisoft,Sucker Punch,8.3,,0.12,0.1,0.02,,0.0,1999,1,,8.3
11422,X2: Wolverine's Revenge,Action,T,GC,Activision,GenePool,6.0,,0.12,0.09,0.02,,0.0,2003,1,,6.0
11261,Disney's Atlantis: The Lost Empire,Platform,E,GBA,THQ,3d6 Games,6.0,,0.12,0.09,0.03,,0.0,2001,1,,6.0
11224,Little Dragons Café,Simulation,E10,NS,Aksys Games,Aksys Games,7.0,,0.13,0.09,,0.02,0.01,2018,1,,7.0
11253,Record of Agarest War Zero,Strategy,T,PS3,Aksys Games,Compile Heart,6.2,,0.13,0.09,,0.03,0.01,2011,1,,6.2
11248,NHL 2K7,Sports,E10,PS3,2K Sports,2K Sports,8.2,,0.13,0.11,0.0,,0.01,2006,1,,8.2
11238,Teenage Mutant Ninja Turtles: Arcade Attack,Action,E10,DS,Ubisoft,Ubisoft,4.3,,0.13,0.12,0.0,,0.01,2009,1,,4.3
11232,Mega Man X Collection,Misc,E,GC,Capcom,Capcom,7.5,,0.13,0.1,0.03,,0.0,2006,1,,7.5
11225,Brothers in Arms: Double Time,Shooter,M,Wii,Ubisoft,Gearbox Software,4.6,,0.13,0.11,0.0,,0.01,2008,1,3.2,3.9
11084,Hitman 2: Silent Assassin,Action,M,GC,Eidos Interactive,IO Interactive,8.3,,0.13,0.1,0.03,,0.0,2003,1,,8.3
11218,Etrian Odyssey 2 Untold: Knight of Fafnir,Role-Playing,T,3DS,Atlus,Atlus,8.0,,0.13,0.09,0.02,,0.01,2015,1,,8.0
11158,Dokapon Kingdom,Role-Playing,E10,Wii,Atlus,Sting,7.2,,0.13,0.12,,,0.01,2008,1,6.5,6.85
11217,Baroque,Role-Playing,T,PS2,Atlus,Sting,,,0.13,0.05,0.04,0.02,0.01,2008,1,6.0,6.0
11208,Thor: God of Thunder,Action,E10,DS,Sega,WayForward Technologies,6.4,,0.13,0.08,0.03,,0.01,2011,1,,6.4
11206,Dynasty Warriors 5 Empires,Action,T,X360,KOEI,Omega Force,6.4,,0.13,0.11,0.01,,0.01,2006,1,,6.4
11207,X-Men: Next Dimension,Fighting,T,GC,Activision,EXAKT Entertainment,7.0,,0.13,0.1,0.03,,0.0,2002,1,,7.0
11200,Kelly Slater's Pro Surfer,Sports,E,GBA,Activision,HotGen Studios,8.0,,0.13,0.09,0.03,,0.0,2002,1,,8.0
11199,Classic NES Series: Dr. Mario,Puzzle,E,GBA,Nintendo,Nintendo EAD,6.1,,0.13,,,0.13,,2004,1,,6.1
11221,The Legend of Heroes: Trails of Cold Steel III,Role-Playing,,PS4,Nihon Falcom Corporation,Nihon Falcom Corporation,7.0,,0.13,,,0.13,,2017,1,,7.0
11187,Monopoly Party,Misc,E,GC,Infogrames,Runecraft,7.3,,0.13,0.1,0.03,,0.0,2002,1,,7.3
11230,Freedom Fighters,Shooter,T,GC,Electronic Arts,IO Interactive,8.8,,0.13,0.1,0.03,,0.0,2003,1,,8.8
11165,Warriors Orochi 2,Action,T,PS2,KOEI,Omega Force,4.3,,0.13,0.06,0.05,,0.02,2008,1,,4.3
11204,Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,M,WiiU,Ubisoft,Ubisoft Shanghai,9.2,,0.13,0.04,0.07,,0.01,2013,1,,9.2
11086,Ape Escape 3,Platform,E10,PS2,Sony Computer Entertainment,SCE Japan Studio,7.8,,0.13,0.06,0.05,,0.02,2006,1,,7.8
11134,Shin Megami Tensei: Digital Devil Saga,Role-Playing,M,PS2,Atlus,Atlus Co.,7.6,,0.13,0.06,0.05,,0.02,2005,1,,7.6
11173,Zapper: One Wicked Cricket!,Platform,E,GC,Infogrames,Blitz Games,6.6,,0.13,0.1,0.03,,0.0,2002,1,,6.6
11171,Spartan: Total Warrior,Action,M,XB,Sega,The Creative Assembly,7.0,,0.13,0.1,0.03,,0.0,2005,1,,7.0
11162,Portal Runner,Platform,E,PS2,3DO,3DO,6.7,,0.13,0.06,0.05,,0.02,2001,1,,6.7
11106,Destroy All Humans! Path of the Furon,Action,T,X360,THQ,Sandblast Games,4.1,,0.13,0.08,0.04,,0.01,2008,1,,4.1
11152,The Misadventures of P.B. Winterbottom,Puzzle,E,PC,2K Games,The Odd Gentlemen,8.1,,0.13,,,,,2010,1,,8.1
11140,Green Lantern: Rise of the Manhunters,Action,T,X360,Warner Bros. Interactive,Griptonite Games,6.0,,0.13,0.07,0.04,,0.01,2011,1,,6.0
11089,Eat Lead: The Return of Matt Hazard,Shooter,T,PS3,D3 Publisher,Vicious Cycle,5.3,,0.13,0.09,0.02,0.0,0.01,2009,1,,5.3
11123,Fat Princess: Fistful of Cake,Action,T,PSP,Sony Computer Entertainment,SuperVillain Studios,7.0,,0.13,0.08,0.02,,0.02,2010,1,6.0,6.5
11061,007: Quantum of Solace,Action,T,DS,Activision,Vicarious Visions,6.3,,0.13,0.11,0.01,,0.01,2008,1,,6.3
11101,Summon Night: Twin Age,Role-Playing,E10,DS,Atlus,Flight-Plan,7.3,,0.13,0.07,,0.05,0.01,2008,1,,7.3
11100,Street Fighter IV,Fighting,T,PC,Capcom,Capcom / Dimps Corporation,9.1,,0.13,0.07,0.05,,0.02,2009,1,,9.1
11099,Star Wars: Lethal Alliance,Adventure,T,PSP,Ubisoft,Ubisoft Montreal,6.3,,0.13,0.11,0.01,,0.01,2006,1,,6.3
11092,Iridion II,Shooter,E,GBA,Majesco,Shin'en GmbH,7.9,,0.13,0.09,0.03,,0.0,2003,1,,7.9
11205,Shin Megami Tensei: Devil Survivor 2 Record Breaker,Role-Playing,T,3DS,Atlus,Atlus,8.4,,0.13,,0.02,0.1,0.0,2015,1,,8.4
11087,Digimon Racing,Racing,E,GBA,Bandai,Griptonite Games,6.0,,0.13,0.09,0.03,,0.0,2004,1,,6.0
11209,Everybody Dance,Music,T,PS3,Sony Computer Entertainment,SCEE London Studio,6.5,,0.13,0.11,,,0.02,2011,1,,6.5
11222,DJ Max Fever,Misc,T,PSP,PM Studios,Pentavision Entertainment,7.7,,0.13,0.11,,,0.02,2009,1,,7.7
10969,Chicken Run,Adventure,E,PS,Eidos Interactive,Blitz Games,6.3,,0.13,0.07,0.05,,0.01,2000,1,,6.3
10951,Castrol Honda Superbike Racing,Racing,E,PS,Electronic Arts,Midas Interactive Entertainment,3.9,,0.13,0.07,0.05,,0.01,1999,1,,3.9
11023,Men of War: Vietnam,Strategy,T,PC,1C Company,1C Company,7.2,,0.13,,,,,2011,1,,7.2
10966,Phantom Brave: We Meet Again,Role-Playing,T,Wii,NIS America,Nippon Ichi Software,7.6,,0.13,0.12,,0.01,0.01,2009,1,7.8,7.699999999999999
11071,The House of the Dead,Shooter,M,SAT,Sega,Tantalus Interactive,7.5,,0.13,,,0.13,0.0,1998,1,,7.5
11081,RollerCoaster Tycoon,Strategy,E,XB,Atari,Atari,5.5,,0.13,0.1,0.03,,0.0,2003,1,,5.5
11039,Gemini Rue,Adventure,,PC,Wadjet Eye Games,Wadjet Eye Games,8.0,,0.13,,,,,2011,1,,8.0
11036,Fire ProWrestling,Fighting,T,GBA,BAM! Entertainment,Spike,8.0,,0.13,0.09,0.03,,0.0,2001,1,,8.0
11027,Dead to Rights: Reckoning,Shooter,M,PSP,Namco,Rebellion Developments,5.2,,0.13,0.12,,,0.01,2005,1,,5.2
10952,Anno 1701: Dawn of Discovery,Simulation,E,DS,Ubisoft,Sunflower Studios,8.0,,0.13,0.07,0.05,,0.01,2008,1,,8.0
11153,Sega GT,Racing,E,DC,Sega,TOSE Software,7.8,,0.13,,,0.13,0.0,2000,1,,7.8
11001,Dragon Age Origins: Awakening,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,8.3,,0.13,0.01,0.1,,0.02,2010,1,,8.3
10990,Ninjatown,Strategy,E,DS,SouthPeak Interactive,Venan Entertainment / Cashmere Productions,,,0.13,0.12,0.0,,0.01,2008,1,8.0,8.0
10988,Tomb Raider: Legend,Action,T,XB,Eidos Interactive,Crystal Dynamics,8.3,,0.13,0.1,0.03,,0.0,2006,1,,8.3
10977,BlazBlue: Continuum Shift II,Fighting,T,PSP,Aksys Games,Arc System Works,7.5,,0.13,0.03,0.02,0.07,0.01,2011,1,,7.5
10973,Nickelodeon Kart Racers,Racing,E,NS,GameMill Entertainment,Solutions 2 Go,2.0,,0.13,0.08,0.04,,0.01,2018,1,,2.0
11010,Rumble Roses XX,Fighting,M,X360,Konami,Yuke's Future Media Creators,6.5,,0.13,0.07,0.01,0.04,0.01,2006,1,,6.5
11082,FIFA World Cup Germany 2006,Sports,E,GC,EA Sports,EA Canada,7.7,,0.13,0.1,0.03,,0.0,2006,1,,7.7
11019,Yu-Gi-Oh! GX: Tag Force,Strategy,E,PSP,Konami,Konami,6.0,,0.13,0.09,0.03,,0.02,2006,1,,6.0
10871,James Bond 007: Nightfire,Shooter,T,GBA,Electronic Arts,JV Games,7.2,,0.13,0.1,0.04,,0.0,2003,1,,7.2
11033,Venetica,Role-Playing,T,X360,Atari,DECK13 Interactive,5.2,,0.13,0.09,0.03,,0.01,2011,1,,5.2
11073,The Legend of Heroes: Trails of Cold Steel IV,Role-Playing,,PS4,Falcom,Falcom,,,0.13,,,0.13,,2018,1,7.0,7.0
10934,Legendary,Shooter,M,PS3,Gamecock,Spark Unlimited,4.0,,0.13,0.08,0.03,,0.02,2008,1,,4.0
10940,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing,M,PS2,Atlus,Atlus Co.,8.0,,0.13,0.07,0.05,,0.02,2009,1,8.5,8.25
10926,Azure Dreams,Role-Playing,E,PS,Konami,Konami Computer Entertainment Tokyo,7.4,,0.13,0.07,0.05,,0.01,1998,1,,7.4
10925,New Gundam Breaker,Action,,PS4,Namco Bandai Games,Bandai Namco Games,2.8,,0.13,0.03,,0.1,0.01,2018,1,,2.8
10921,Supremacy MMA,Fighting,M,PS3,505 Games,Kung Fu Factory,5.0,,0.13,0.08,0.04,,0.02,2011,1,,5.0
10919,Ys: The Ark of Napishtim,Role-Playing,T,PS2,Konami,Konami Software Shanghai,7.4,,0.13,0.07,0.05,,0.02,2005,1,,7.4
10910,Divinity II: The Dragon Knight Saga,Role-Playing,M,X360,Atlus,Larian Studios,7.5,,0.13,0.11,0.02,,0.01,2011,1,,7.5
10909,Lord of the Rings: Tactics,Strategy,T,PSP,Electronic Arts,Amaze Entertainment,6.9,,0.13,0.11,0.02,,0.01,2005,1,,6.9
10908,Destroy All Humans! Big Willy Unleashed,Action,T,Wii,THQ,Locomotive Games,5.3,,0.13,0.12,0.0,,0.01,2008,1,4.3,4.8
10895,Baseball Advance,Sports,E,GBA,THQ,Smilebit,8.3,,0.13,0.1,0.04,,0.0,2002,1,,8.3
10888,King Arthur,Adventure,T,PS2,Konami,Krome Studios,6.7,,0.13,0.07,0.05,,0.02,2004,1,,6.7
10887,My Spanish Coach,Misc,E,PSP,Ubisoft,Sensory Sweep Studios,7.0,,0.13,0.12,,,0.01,2008,1,,7.0
10878,Castlevania Chronicles,Platform,T,PS,Konami,Konami Computer Entertainment Tokyo,7.2,,0.13,0.07,0.05,,0.01,2001,1,,7.2
10867,Kung Fu Panda 2,Action,E10,Wii,THQ,THQ,3.0,,0.13,0.07,0.05,,0.01,2011,1,,3.0
10858,Rogue Warrior,Shooter,M,PS3,Bethesda Softworks,Rebellion Developments,2.5,,0.13,0.11,0.02,,0.01,2009,1,,2.5
10859,Open Season,Platform,E,DS,Ubisoft,Ubisoft Montreal,7.4,,0.13,0.12,0.0,,0.01,2006,1,,7.4
10900,Red Orchestra 2: Heroes of Stalingrad,Shooter,M,PC,Tripwire Interactive,Tripwire Interactive,7.7,,0.13,0.04,0.07,,0.02,2011,1,,7.7
10689,Baldur's Gate: Dark Alliance,Role-Playing,T,GC,Interplay,Snowblind Studios,7.7,,0.14,0.11,0.03,,0.0,2002,1,,7.7
10837,Risen,Role-Playing,M,PC,Deep Silver,Piranha Bytes,7.8,,0.14,,0.12,,0.02,2009,1,,7.8
10848,X-Blades,Action,M,PS3,SouthPeak Interactive,Gaijin Entertainment,5.9,,0.14,0.07,0.03,0.02,0.01,2009,1,,5.9
10838,Disney's Cinderella: Magical Dreams,Platform,E,GBA,Buena Vista,Culture Brain,6.0,,0.14,0.1,0.04,,0.0,2005,1,,6.0
10844,Tropico 5,Simulation,T,PC,Kalypso Media,Haemimont Games,,,0.14,0.04,0.09,,0.01,2015,1,6.8,6.8
10843,G.I. Joe: The Rise of Cobra,Action,E10,DS,Electronic Arts,Fall Line Studio,5.6,,0.14,0.11,0.01,,0.01,2009,1,6.1,5.85
10842,Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,X360,Konami Digital Entertainment,Kojima Productions,8.3,,0.14,0.06,0.05,0.01,0.01,2014,1,,8.3
10826,Vampire Night,Shooter,T,PS2,Namco,Wow Entertainment,6.4,,0.14,0.07,0.05,,0.02,2001,1,,6.4
10833,World Championship Poker 2: Featuring Howard Lederer,Misc,T,PSP,Crave Entertainment,Point of View,7.0,,0.14,0.12,0.0,,0.01,2005,1,,7.0
10828,Metal Slug 7,Shooter,T,DS,Ignition Entertainment,SNK Playmore Corporation,6.9,,0.14,0.12,0.0,0.01,0.01,2008,1,,6.9
10819,Scene It? Bright Lights! Big Screen!,Misc,T,X360,Warner Bros. Interactive,Screenlife Games,6.2,,0.14,0.12,0.0,,0.01,2009,1,,6.2
10810,Bust-A-Move Deluxe,Puzzle,E,PSP,Majesco,Dreams,7.1,,0.14,0.13,0.0,,0.01,2006,1,,7.1
10803,Valhalla Knights: Eldar Saga,Role-Playing,T,Wii,Xseed Games,K2 / Kurogane,3.5,7.9,0.14,0.1,0.01,0.01,0.01,2009,1,,5.7
10798,Robots,Action,E,DS,VU Games,Amaze Entertainment,4.5,,0.14,0.12,0.0,,0.01,2005,1,,4.5
10789,Create,Misc,E,X360,Electronic Arts,EA Bright Light,6.3,,0.14,0.1,0.03,,0.01,2010,1,,6.3
10797,Fear Factor: Unleashed,Action,T,GBA,Hip Interactive,Arush Entertainment,3.0,,0.14,0.1,0.04,,0.0,2004,1,,3.0
10840,MotoGP '06,Racing,E,X360,THQ,Climax Studios,8.3,,0.14,0.11,0.01,,0.01,2006,1,,8.3
10780,NBA 2K13,Sports,E,WiiU,2K Sports,Visual Concepts,7.6,,0.14,0.08,0.04,,0.01,2012,1,,7.6
10737,Bottom of the 9th,Sports,E,PS,Konami,Konami,8.0,,0.14,0.08,0.05,,0.01,1996,1,,8.0
10777,Blazing Angels 2: Secret Missions of WWII,Simulation,T,X360,Ubisoft,Ubisoft Romania,7.6,,0.14,0.11,0.02,,0.01,2007,1,,7.6
10775,4X4 EVO 2,Racing,E,GC,VU Games,Terminal Reality,5.1,,0.14,0.11,0.03,,0.0,2002,1,,5.1
10795,Hard Rock Casino,Misc,T,PSP,Crave Entertainment,Crave Entertainment,3.8,,0.14,0.12,0.0,,0.01,2007,1,,3.8
10774,Rayman Arena,Racing,E,GC,Ubisoft,Ubisoft,6.2,,0.14,0.11,0.03,,0.0,2002,1,,6.2
10745,Disney's Chicken Little,Platform,E10,XB,Buena Vista,Avalanche Software,7.0,,0.14,0.1,0.03,,0.0,2005,1,,7.0
10758,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Fighting,T,GC,Bandai,Aki Corporation,8.0,,0.14,0.04,0.01,0.08,0.0,2003,1,,8.0
10752,BIT.TRIP SAGA,Platform,E,3DS,Aksys Games,Gaijin Games Inc.,7.5,,0.14,0.09,0.04,,0.01,2011,1,,7.5
10724,Jim Henson's the Muppets: On With the Show!,Action,E,GBA,TDK Mediactive,Vicarious Visions,6.3,,0.14,0.1,0.04,,0.0,2003,1,,6.3
10740,NFL Blitz 20-03,Sports,E,GC,Midway Games,Point of View,7.8,,0.14,0.11,0.03,,0.0,2002,1,,7.8
10739,The Orange Box,Shooter,T,PC,Electronic Arts,Valve Software,9.7,,0.14,,0.11,,0.02,2007,1,,9.7
10706,X-Blades,Action,M,X360,SouthPeak Interactive,Gaijin Entertainment,6.0,,0.14,0.1,0.02,0.02,0.01,2009,1,,6.0
10743,Eragon,Action,T,X360,Sierra Entertainment,Stormfront Studios,4.2,,0.14,0.12,0.01,,0.01,2006,1,,4.2
10746,Secret Agent Clank,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,7.0,,0.14,0.04,0.04,0.04,0.02,2008,1,,7.0
10712,Ecco the Dolphin: Defender of the Future,Adventure,E,PS2,Acclaim Entertainment,Appaloosa Interactive,7.8,,0.14,0.07,0.05,,0.02,2002,1,,7.8
10714,Just Cause,Action,M,X360,Eidos Interactive,Avalanche Studios,7.3,,0.14,0.1,0.03,0.01,0.01,2006,1,,7.3
10705,Dead or Alive 2,Fighting,T,DC,Tecmo,Team Ninja,9.0,,0.14,,,0.14,,2000,1,,9.0
10692,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing,T,PSP,NIS America,Acquire,6.9,,0.14,,0.0,0.13,0.0,2009,1,7.3,7.1
10778,Rodea the Sky Soldier,Action-Adventure,E10,WiiU,NIS America,Kadokawa Games,7.0,,0.14,0.1,0.02,0.01,0.01,2015,1,,7.0
10845,Naruto Shippuden: Kizuna Drive,Action,T,PSP,Namco Bandai,Bandai Namco Games,7.0,,0.14,0.04,0.03,0.05,0.02,2011,1,,7.0
10691,Bio FREAKS,Action,M,N64,Midway Games,Saffire Corporation,6.2,,0.14,0.11,0.03,,0.0,1998,1,,6.2
10700,The Operative: No One Lives Forever,Shooter,T,PS2,Sierra Entertainment,Monolith Productions,6.8,,0.14,0.07,0.05,,0.02,2002,1,,6.8
10687,The Granstream Saga,Role-Playing,T,PS,THQ,Shade,7.6,,0.14,0.08,0.05,,0.01,1998,1,,7.6
10624,Gretzky NHL 06,Sports,E10,PSP,Sony Computer Entertainment,Page 44 Studios,5.8,,0.14,0.13,,,0.01,2005,1,,5.8
10670,Bravo Air Race,Racing,E,PS,THQ,Xing Entertainment,5.3,,0.14,0.08,0.05,,0.01,1997,1,,5.3
10581,World Championship Poker: Howard Lederer - All In,Misc,T,PSP,Crave Entertainment,Point of View,5.1,,0.14,0.13,,,0.01,2006,1,,5.1
10669,Virtua Tennis 4,Sports,E,Wii,Sega,Sega-AM2,5.2,,0.14,0.05,0.08,,0.01,2011,1,,5.2
10658,Risen 2: Dark Waters,Role-Playing,M,X360,Deep Silver,Piranha Bytes,5.5,,0.14,0.05,0.08,,0.01,2012,1,,5.5
10661,TRINITY: Souls of Zill O'll,Role-Playing,T,PS3,Tecmo Koei,Omega Force,5.5,,0.14,0.06,0.03,0.03,0.01,2011,1,,5.5
10651,Sphinx and the Cursed Mummy,Adventure,T,GC,THQ,Eurocom Entertainment Software,8.4,,0.14,0.11,0.03,,0.0,2003,1,,8.4
10618,Hitman: Blood Money,Action,M,XB,Eidos Interactive,IO Interactive,8.1,,0.14,0.11,0.03,,0.01,2006,1,,8.1
10613,Marvel vs. Capcom 2,Fighting,T,DC,Capcom,Capcom,9.0,,0.14,,,0.14,,2000,1,,9.0
10655,South Park: The Fractured But Whole,Role-Playing,M,NS,Ubisoft,Ubisoft San Francisco,9.5,9.5,0.14,0.08,0.05,,0.01,2018,1,,9.5
10606,Doom,Shooter,T,GBA,Activision,David A. Palmer Productions,8.3,,0.14,0.1,0.04,,0.0,2001,1,,8.3
10601,Victorious Boxers: Revolution,Fighting,T,Wii,Xseed Games,Cavia Inc.,5.8,,0.14,0.07,0.0,0.06,0.01,2007,1,,5.8
10598,Power Gig: Rise of the SixString,Misc,T,PS3,Unknown,Seven45 Studios,3.9,,0.14,0.13,,,0.01,2010,1,,3.9
10538,Gungnir,Role-Playing,T,PSP,Atlus,Sting,7.4,,0.14,0.08,,0.04,0.02,2012,1,,7.4
10521,Heroes of Mana,Strategy,E10,DS,Square Enix,Brownie Brown,6.4,,0.14,0.07,0.01,0.05,0.01,2007,1,,6.4
10584,Power Stone,Fighting,T,DC,Capcom,Capcom,8.6,,0.14,,,0.14,0.0,1999,1,,8.6
10534,Fatal Frame,Action,T,PS2,Tecmo,Tecmo,7.6,,0.14,0.07,0.06,,0.02,2002,1,,7.6
10573,Doshin the Giant,Simulation,,GC,Nintendo,Param,6.8,,0.14,,,0.14,0.0,2002,1,,6.8
10507,Mega Man Powered Up,Platform,E,PSP,Capcom,Capcom,8.7,,0.14,0.12,0.01,,0.02,2006,1,,8.7
10592,Top Spin 4,Sports,E,Wii,2K Sports,2K Czech,4.0,,0.14,0.04,0.08,,0.02,2011,1,,4.0
10540,FIFA Street 2,Sports,E,PSP,EA Sports BIG,EA Canada,4.9,,0.14,0.07,0.06,,0.02,2006,1,,4.9
10545,Ratatouille,Platform,E,GC,THQ,Asobo Studio,6.1,,0.14,0.11,0.03,,0.0,2007,1,,6.1
10569,Championship Motocross 2001 featuring Ricky Carmichael,Racing,E,PS,THQ,Funcom,6.8,,0.14,0.08,0.05,,0.01,2001,1,,6.8
10562,Second Sight,Adventure,T,PS2,Codemasters,Free Radical Design,7.9,,0.14,0.07,0.05,,0.02,2004,1,,7.9
10551,Hexyz Force,Role-Playing,T,PSP,Atlus,Sting,6.7,,0.14,0.07,,0.06,0.01,2010,1,,6.7
